#;Grupo taxonômico;Ordem;Família;Espécie ou Subespécie;Nome avaliação anterior;Categoria em 2014;Sugestão de Categoria 2021;EW;CR;EN,;VU;RE;EX;Mesma Categoria de Ameaça 2014;Aumentou a Categoria de Ameaça;Reduziu a Categoria de Ameaça;Entrou em Categoria de Ameaça;Saiu da Categoria de Ameaça;Mantida a Categoria 2014  por não ter reavaliação ou validação
358;Invertebrados Terrestres;Scolopendromorpha;Scolopocryptopidae;Scolopocryptops troglocaudatus;;;Em Perigo (EN);;;X;;;;;;;X;;
359;Invertebrados Terrestres;Scorpiones;Buthidae;Ananteris infuscata;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
360;Invertebrados Terrestres;Scorpiones;Buthidae;Troglorhopalurus lacrau;Rhopalurus lacrau;Em Perigo (EN);Dados Insuficientes (DD);;;;;;;;;;;X;
361;Invertebrados Terrestres;Scorpiones;Buthidae;Troglorhopalurus translucidus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
362;Invertebrados Terrestres;Scorpiones;Chactidae;Hadrurochactas araripe;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
363;Invertebrados Terrestres;Scorpiones;Chactidae;Hadrurochactas brejo;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
364;Invertebrados Terrestres;Spirostreptida;Pseudonannolenidae;Pseudonannolene lundi;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
365;Invertebrados Terrestres;Spirostreptida;Spirostreptidae;Pseudonannolene ambuatinga;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
366;Invertebrados Terrestres;Spirostreptida;Spirostreptidae;Pseudonannolene gogo;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
367;Invertebrados Terrestres;Spirostreptida;Spirostreptidae;Pseudonannolene imbirensis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
368;Invertebrados Terrestres;Spirostreptida;Spirostreptidae;Pseudonannolene spelaea;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
369;Invertebrados Terrestres;Spirostreptida;Spirostreptidae;Pseudonannolene tocaiensis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
370;Invertebrados Terrestres;Spongillida;Metaniidae;Corvomeyenia epilithosa;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
371;Invertebrados de Água Doce;Spongillida;Spongillidae;Racekiela cavernicola;;Criticamente em Perigo (CR);Vulnerável (VU);;;;X;;;;;X;;;
372;Invertebrados Terrestres;Stylommatophora;Bulimulidae;Tomigerus gibberulus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
373;Invertebrados Terrestres;Stylommatophora;Megalobulimidae;Megalobulimus cardosoi;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
374;Invertebrados Terrestres;Stylommatophora;Strophocheilidae;Gonyostomus insularis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
375;Invertebrados Marinhos;Suberitida;Halichondriidae;Halichondria cebimarensis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
376;Invertebrados Marinhos;Suberitida;Halichondriidae;Halichondria tenebrica;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
377;Invertebrados Terrestres;Symphypleona;Arrhopalitidae;Arrhopalites alambariensis;;Criticamente em Perigo (CR);Vulnerável (VU);;;;X;;;;;X;;;
378;Invertebrados Terrestres;Symphypleona;Arrhopalitidae;Arrhopalites botuveraensis;;Criticamente em Perigo (CR);Vulnerável (VU);;;;X;;;;;X;;;
379;Invertebrados Terrestres;Symphypleona;Arrhopalitidae;Arrhopalites gnaspinii;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
380;Invertebrados Terrestres;Symphypleona;Arrhopalitidae;Arrhopalites heteroculatus;;Criticamente em Perigo (CR);Vulnerável (VU);;;;X;;;;;X;;;
381;Invertebrados Terrestres;Symphypleona;Arrhopalitidae;Arrhopalites lawrencei;;Criticamente em Perigo (CR);Vulnerável (VU);;;;X;;;;;X;;;
382;Invertebrados Terrestres;Symphypleona;Arrhopalitidae;Arrhopalites paranaensis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
383;Invertebrados Marinhos;Terebratulida;Bouchardiidae;Bouchardia rosea;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
384;Invertebrados de Água Doce;Tricladida;Dimarcusidae;Hausera hauseri;;;Vulnerável (VU);;;;X;;;;;;X;;
385;Invertebrados de Água Doce;Tricladida;Dugesiidae;Girardia arenicola;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
386;Invertebrados de Água Doce;Tricladida;Dugesiidae;Girardia desiderensis;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
387;Invertebrados de Água Doce;Tricladida;Dugesiidae;Girardia multidiverticulata;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
388;Invertebrados de Água Doce;Tricladida;Dugesiidae;Girardia paucipuntacta;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
389;Invertebrados de Água Doce;Tricladida;Uteriporidae;Sluysia triapertura;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
390;Invertebrados Terrestres;Unionoida;Hyriidae;Diplodon koseritzi;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
391;Invertebrados Terrestres;Unionoida;Mycetopodidae;Mycetopoda legumen;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
392;Invertebrados Marinhos;Valvatida;Ophidiasteridae;Linckia guildingi;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
393;Invertebrados Marinhos;Valvatida;Oreasteridae;Oreaster reticulatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
394;Invertebrados Terrestres;Zygentoma;Nicoletiidae;Cubacubana spelaea;;;Vulnerável (VU);;;;X;;;;;;X;;
395;Invertebrados de Água Doce;Zygoptera;Coenagrionidae;Aceratobasis cornicauda;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
396;Invertebrados de Água Doce;Zygoptera;Coenagrionidae;Aceratobasis mourei;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
397;Invertebrados de Água Doce;Zygoptera;Coenagrionidae;Fluminagrion taxaense;;Criticamente em Perigo (CR)(PEX);Criticamente em Perigo (CR)(PEX);;X;;;;;X;;;;;X
398;Peixes Continentais;Atheriniformes;Atherinopsidae;Odontesthes bicudo;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
399;Peixes Continentais;Batrachoidiformes;Batrachoididae;Potamobatrachus trispinosus;;Em Perigo (EN);Dados Insuficientes (DD);;;;;;;;;;;X;
400;Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus acronotus;;Quase Ameaçada (NT);Vulnerável (VU);;;;X;;;;;;X;;
401;Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus brevipinna;;Dados Insuficientes (DD);Vulnerável (VU);;;;X;;;;;;X;;
402;Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus falciformis;;Quase Ameaçada (NT);Criticamente em Perigo (CR);;X;;;;;;;;X;;
403;Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus galapagensis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
404;Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus isodon;;Regionalmente Extinta (RE);Dados Insuficientes (DD);;;;;;;;;;;X;
405;Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus leucas;;Quase Ameaçada (NT);Vulnerável (VU);;;;X;;;;;;X;;
406;Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus longimanus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
407;Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus obscurus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
408;Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus perezi;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
409;Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus plumbeus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
410;Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus porosus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
411;Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus signatus;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
412;Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Isogomphodon oxyrhynchus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
413;Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Negaprion brevirostris;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
414;Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Prionace glauca;;Quase Ameaçada (NT);Vulnerável (VU);;;;X;;;;;;X;;
415;Peixes Marinhos;Carcharhiniformes;Scyliorhinidae;Schroederichthys bivius;;Regionalmente Extinta (RE);Menos Preocupante (LC);;;;;;;;;;;X;
416;Peixes Marinhos;Carcharhiniformes;Sphyrnidae;Sphyrna lewini;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
417;Peixes Marinhos;Carcharhiniformes;Sphyrnidae;Sphyrna media;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
418;Peixes Marinhos;Carcharhiniformes;Sphyrnidae;Sphyrna mokarran;;Em Perigo (EN);Criticamente em Perigo (CR);;X;;;;;;X;;;;
419;Peixes Marinhos;Carcharhiniformes;Sphyrnidae;Sphyrna tiburo;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
420;Peixes Marinhos;Carcharhiniformes;Sphyrnidae;Sphyrna tudes;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
421;Peixes Marinhos;Carcharhiniformes;Sphyrnidae;Sphyrna zygaena;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
422;Peixes Marinhos;Carcharhiniformes;Triakidae;Galeorhinus galeus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
423;Peixes Marinhos;Carcharhiniformes;Triakidae;Mustelus canis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
424;Peixes Marinhos;Carcharhiniformes;Triakidae;Mustelus fasciatus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
425;Peixes Marinhos;Carcharhiniformes;Triakidae;Mustelus schmitti;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
426;Peixes Continentais;Characiformes;Anostomidae;Hypomasticus thayeri;;Em Perigo (EN);Vulnerável (VU);;;;X;;;;;X;;;
427;Peixes Continentais;Characiformes;Anostomidae;Leporinus guttatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
428;Peixes Continentais;Characiformes;Anostomidae;Leporinus pitingai;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
429;Peixes Continentais;Characiformes;Anostomidae;Sartor tucuruiense;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
430;Peixes Continentais;Characiformes;Characidae;Aphyocheirodon hemigrammus;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
431;Peixes Continentais;Characiformes;Characidae;Astyanax eremus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
432;Peixes Continentais;Characiformes;Characidae;Astyanax jordanensis;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
433;Peixes Continentais;Characiformes;Characidae;Brycon devillei;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
434;Peixes Continentais;Characiformes;Characidae;Brycon gouldingi;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
435;Peixes Continentais;Characiformes;Characidae;Brycon insignis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
436;Peixes Continentais;Characiformes;Characidae;Brycon nattereri;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
437;Peixes Continentais;Characiformes;Characidae;Brycon opalinus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
438;Peixes Continentais;Characiformes;Characidae;Brycon orbignyanus;;Em Perigo (EN);Criticamente em Perigo (CR);;X;;;;;;X;;;;
439;Peixes Continentais;Characiformes;Characidae;Brycon vermelha;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
440;Peixes Continentais;Characiformes;Characidae;Bryconamericus lambari;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
441;Peixes Continentais;Characiformes;Characidae;Coptobrycon bilineatus;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
442;Peixes Continentais;Characiformes;Characidae;Creagrutus varii;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
443;Peixes Continentais;Characiformes;Characidae;Diapoma pyrrhopteryx;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
444;Peixes Continentais;Characiformes;Characidae;Glandulocauda caerulea;;Em Perigo (EN);Quase Ameaçada (NT);;;;;;;;;;;X;
445;Peixes Continentais;Characiformes;Characidae;Hasemania crenuchoides;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
446;Peixes Continentais;Characiformes;Characidae;Hasemania maxillaris;;Dados Insuficientes (DD);Criticamente em Perigo (CR)(PEX);;X;;;;;;;;X;;
447;Peixes Continentais;Characiformes;Characidae;Hasemania melanura;;Dados Insuficientes (DD);Criticamente em Perigo (CR)(PEX);;X;;;;;;;;X;;
448;Peixes Continentais;Characiformes;Characidae;Hasemania piatan;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
449;Peixes Continentais;Characiformes;Characidae;Hasemania uberaba;;;Em Perigo (EN);;;X;;;;;;;X;;
450;Peixes Continentais;Characiformes;Characidae;Henochilus wheatlandii;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
451;Peixes Continentais;Characiformes;Characidae;Hollandichthys taramandahy;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
452;Peixes Continentais;Characiformes;Characidae;Hyphessobrycon coelestinus;;Em Perigo (EN);Quase Ameaçada (NT);;;;;;;;;;;X;
453;Peixes Continentais;Characiformes;Characidae;Hyphessobrycon duragenys;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
454;Peixes Continentais;Characiformes;Characidae;Hyphessobrycon flammeus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
455;Peixes Continentais;Characiformes;Characidae;Hyphessobrycon taurocephalus;;Dados Insuficientes (DD);Criticamente em Perigo (CR)(PEX);;X;;;;;;;;X;;
456;Peixes Continentais;Characiformes;Characidae;Kolpotocheirodon figueiredoi;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
457;Peixes Continentais;Characiformes;Characidae;Kolpotocheirodon theloura;;Vulnerável (VU);Quase Ameaçada (NT);;;;;;;;;;;X;
458;Peixes Continentais;Characiformes;Characidae;Lepidocharax diamantina;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
459;Peixes Continentais;Characiformes;Characidae;Lophiobrycon weitzmani;;Em Perigo (EN);Quase Ameaçada (NT);;;;;;;;;;;X;
460;Peixes Continentais;Characiformes;Characidae;Mimagoniates lateralis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
461;Peixes Continentais;Characiformes;Characidae;Mimagoniates sylvicola;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
462;Peixes Continentais;Characiformes;Characidae;Ossubtus xinguense;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
463;Peixes Continentais;Characiformes;Characidae;Psalidodon gymnogenys;Astyanax gymnogenys;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
464;Peixes Continentais;Characiformes;Characidae;Rachoviscus crassiceps;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
465;Peixes Continentais;Characiformes;Characidae;Rachoviscus graciliceps;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
466;Peixes Continentais;Characiformes;Characidae;Rhinopetitia potamorhachia;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
467;Peixes Continentais;Characiformes;Characidae;Spintherobolus ankoseion;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
468;Peixes Continentais;Characiformes;Characidae;Spintherobolus broccae;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
469;Peixes Continentais;Characiformes;Characidae;Spintherobolus leptoura;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
470;Peixes Continentais;Characiformes;Characidae;Spintherobolus papilliferus;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
471;Peixes Continentais;Characiformes;Characidae;Stygichthys typhlops;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
472;Peixes Continentais;Characiformes;Crenuchidae;Characidium grajahuensis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
473;Peixes Continentais;Characiformes;Crenuchidae;Characidium heirmostigmata;;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
474;Peixes Continentais;Characiformes;Crenuchidae;Characidium oiticicai;;Vulnerável (VU);Quase Ameaçada (NT);;;;;;;;;;;X;
475;Peixes Continentais;Characiformes;Crenuchidae;Characidium vestigipinne;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
476;Peixes Continentais;Characiformes;Crenuchidae;Melanocharacidium nigrum;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
477;Peixes Continentais;Characiformes;Cynodontidae;Roestes itupiranga;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
478;Peixes Continentais;Characiformes;Lebiasinidae;Lebiasina marilynae;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
479;Peixes Continentais;Characiformes;Lebiasinidae;Lebiasina melanoguttata;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
480;Peixes Continentais;Characiformes;Lebiasinidae;Lebiasina minuta;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
481;Peixes Continentais;Characiformes;Parodontidae;Apareiodon davisi;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
482;Peixes Continentais;Characiformes;Parodontidae;Apareiodon vladii;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
483;Peixes Continentais;Characiformes;Prochilodontidae;Prochilodus britskii;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
484;Peixes Continentais;Characiformes;Prochilodontidae;Prochilodus vimboides;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
485;Peixes Continentais;Characiformes;Serrasalmidae;Mylesinus paucisquamatus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
486;Peixes Continentais;Characiformes;Serrasalmidae;Myloplus tiete;Myleus tiete;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
487;Peixes Continentais;Cyprinodontiformes;Anablepidae;Jenynsia diphyes;;Em Perigo (EN);Quase Ameaçada (NT);;;;;;;;;;;X;
488;Peixes Continentais;Cyprinodontiformes;Anablepidae;Jenynsia sanctaecatarinae;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
489;Peixes Continentais;Cyprinodontiformes;Poeciliidae;Cnesterodon carnegiei;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
490;Peixes Continentais;Cyprinodontiformes;Poeciliidae;Cnesterodon hypselurus;;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
491;Peixes Continentais;Cyprinodontiformes;Poeciliidae;Cnesterodon iguape;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
492;Peixes Continentais;Cyprinodontiformes;Poeciliidae;Cnesterodon omorgmatos;;Em Perigo (EN);Criticamente em Perigo (CR);;X;;;;;;X;;;;
493;Peixes Continentais;Cyprinodontiformes;Poeciliidae;Pamphorichthys pertapeh;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
494;Peixes Continentais;Cyprinodontiformes;Poeciliidae;Phalloptychus eigenmanni;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
495;Peixes Continentais;Cyprinodontiformes;Poeciliidae;Phallotorynus fasciolatus;;Em Perigo (EN);Criticamente em Perigo (CR)(PEX);;X;;;;;;X;;;;
496;Peixes Continentais;Cyprinodontiformes;Poeciliidae;Phallotorynus jucundus;;Em Perigo (EN);Quase Ameaçada (NT);;;;;;;;;;;X;
497;Peixes Continentais;Cyprinodontiformes;Rivulidae;Anablepsoides cearensis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
498;Peixes Continentais;Cyprinodontiformes;Rivulidae;Atlantirivulus lazzarotoi;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
499;Peixes Continentais;Cyprinodontiformes;Rivulidae;Atlantirivulus maricensis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
500;Peixes Continentais;Cyprinodontiformes;Rivulidae;Atlantirivulus nudiventris;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
501;Peixes Continentais;Cyprinodontiformes;Rivulidae;Atlantirivulus simplicis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
502;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias adloffi;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
503;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias alexandri;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
504;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias arachan;;Criticamente em Perigo (CR);Vulnerável (VU);;;;X;;;;;X;;;
505;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias araucarianus;;;Vulnerável (VU);;;;X;;;;;;X;;
506;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias bagual;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
507;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias camaquensis;;;Em Perigo (EN);;;X;;;;;;;X;;
508;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias carvalhoi;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
509;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias charrua;;Em Perigo (EN);Quase Ameaçada (NT);;;;;;;;;;;X;
510;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias cheradophilus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
511;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias cinereus;Austrolebias vazferreirai;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
512;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias cyaneus;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
513;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias ephemerus;;;Em Perigo (EN);;;X;;;;;;;X;;
514;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias ibicuiensis;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
515;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias jaegari;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
516;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias juanlangi;;Em Perigo (EN);Quase Ameaçada (NT);;;;;;;;;;;X;
517;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias litzi;;Criticamente em Perigo (CR);Vulnerável (VU);;;;X;;;;;X;;;
518;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias luteoflammulatus;;Criticamente em Perigo (CR);Quase Ameaçada (NT);;;;;;;;;;;X;
519;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias melanoorus;;Em Perigo (EN);Quase Ameaçada (NT);;;;;;;;;;;X;
520;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias minuano;;Em Perigo (EN);Quase Ameaçada (NT);;;;;;;;;;;X;
521;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias nachtigalli;;Em Perigo (EN);Vulnerável (VU);;;;X;;;;;X;;;
522;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias nigrofasciatus;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
523;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias paucisquama;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
524;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias pelotapes;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
525;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias periodicus;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
526;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias pongondo;;;Em Perigo (EN);;;X;;;;;;;X;;
527;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias prognathus;;Criticamente em Perigo (CR);Quase Ameaçada (NT);;;;;;;;;;;X;
528;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias quirogai;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
529;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias univentripinnis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
530;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias varzeae;;Vulnerável (VU);Criticamente em Perigo (CR);;X;;;;;;X;;;;
531;Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias wolterstorffi;;Criticamente em Perigo (CR);Quase Ameaçada (NT);;;;;;;;;;;X;
532;Peixes Continentais;Cyprinodontiformes;Rivulidae;Campellolebias brucei;;Em Perigo (EN);Criticamente em Perigo (CR);;X;;;;;;X;;;;
533;Peixes Continentais;Cyprinodontiformes;Rivulidae;Campellolebias chrysolineatus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
534;Peixes Continentais;Cyprinodontiformes;Rivulidae;Campellolebias dorsimaculatus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
535;Peixes Continentais;Cyprinodontiformes;Rivulidae;Campellolebias intermedius;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
536;Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynolebias akroa;;;Vulnerável (VU);;;;X;;;;;;X;;
